,Number,Name_of_Covered_Entity,latitude,longitude,State,Business_Associate_Involved,Individuals_Affected,Date_of_Breach,Type_of_Breach,Location_of_Breached_Information,Date_Posted_or_Updated,Summary,breach_start,breach_end,year
791,790,Young Family Medicine Inc.,40.417287,-82.907123,OH,,2045,6/12/2013,Theft,Laptop,2014-01-23,,2013-06-12,NA,2013
793,792,Colfax,40.551217,-85.602364,IN,Anthem BCBS of GA,5497,4/11/2013,Other,Other,2014-02-12,,2013-04-11,NA,2013
795,794,Foundations Recovery Network,35.517491,-86.580447,TN,,5690,6/15/2013,Theft,Laptop,2014-01-23,,2013-06-15,NA,2013
796,795,California Correctional Health Care Services,36.778261,-119.417932,CA,,1033,6/19/2013,Other,Paper,2014-01-23,,2013-06-19,NA,2013
797,796,North Texas Comprehensive Spine & Pain Center,31.968599,-99.901813,TX,,3200,6/16/2013,"Theft, Loss",Other Portable Electronic Device,2014-02-12,,2013-06-16,NA,2013
799,798,Jackson Health System,27.664827,-81.515754,FL,,1471,01/08/2013 - 01/10/2013,Other,Paper,2014-01-23,,2013-01-08,2013-01-10,2013
800,799,"Advocate Health and Hospitals Corporation, d/b/a Advocate Medical Group",40.633125,-89.398528,IL,,4029530,7/15/2013,Theft,Desktop Computer,2014-01-23,,2013-07-15,NA,2013
801,800,"Summit Community Care Clinic, Inc.",39.550051,-105.782067,CO,,921,7/22/2013,Hacking/IT Incident,Desktop Computer,2014-01-23,,2013-07-22,NA,2013
802,801,UT Physicians,31.968599,-99.901813,TX,,596,07/22/2013-08/02/2013,"Theft, Loss",Laptop,2014-01-23,,2013-07-22,2013-08-02,2013
803,802,Parkview Community Hospital Medical Center,36.778261,-119.417932,CA,"Cogent Healthcare, Inc.",32000,05/05/2013 - 06/24/2013,Other,Network Server,2014-01-23,,2013-05-05,2013-06-24,2013
804,803,Atlanta Center for Reproductive Medicine,32.157435,-82.907123,GA,,654,7/12/2013,Other,E-mail,2014-01-23,,2013-07-12,NA,2013
805,804,St. Anthony's Physician Organization,37.964253,-91.831833,MO,,2600,7/29/2013,Theft,"Laptop, Other Portable Electronic Device",2014-01-23,,2013-07-29,NA,2013
806,805,Janna Benkelman LPC LLC,39.550051,-105.782067,CO,,1500,8/1/2013,Theft,Laptop,2014-01-23,,2013-08-01,NA,2013
807,806,Olson & White Orthodontics,37.964253,-91.831833,MO,,10000,7/22/2013,Theft,"Desktop Computer, Network Server",2014-01-23,,2013-07-22,NA,2013
808,807,Kaiser Foundation Health Plan of the Northwest,43.804133,-120.554201,OR,,647,3/15/2013,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,,2013-03-15,NA,2013
809,808,"Hankyu Chung, M.D.",36.778261,-119.417932,CA,,2182,6/17/2013,Theft,Laptop,2014-01-23,,2013-06-17,NA,2013
810,809,"ICS Collection Service, Inc. on behalf of University of Chicago Physicians Group",40.633125,-89.398528,IL,"ICS Collection Service, Inc.",1290,7/9/2013,Hacking/IT Incident,Other,2014-01-23,,2013-07-09,NA,2013
811,810,ACO of Puerto Rico,18.220833,-66.590149,PR,PHMHS,5000,03/05/2013 - 07/16/2013,Theft,Network Server,2014-06-20,"Upon request, a subcontractor (PHM Software Solutions) of the covered entity's (CE) business associate (BA), PHM Healthcare Solutions, modified a software application the CE was utilizing  which led to the disclosure of electronic protected health information (ePHI) of 5,000 individuals on the Internet.  The ePHI included names, gender, member identification numbers, dates of birth, and consent forms.  The CE provided breach notification to HHS, the media, and affected individuals and posted substitute notice on its website.  Upon discovery of the breach, the BA removed the software application and placed it offline.  As a result of OCR's investigation, the CE had its BA to conduct a risk analysis and create a risk management plan to address any vulnerabilities identified in the risk analysis.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR provided technical assistance to assist the CE understand its obligations under the Privacy and Security Rules regarding BA agreements.  ",2013-03-05,2013-07-16,2013
812,811,"NHC HealthCare, Oak Ridge",35.517491,-86.580447,TN,,4268,5/10/2013,Loss,Other,2014-03-13,,2013-05-10,NA,2013
813,812,"NHC HealthCare, Mauldin",33.836081,-81.163725,SC,,4204,5/15/2013,Improper Disposal,Other,2014-03-13,,2013-05-15,NA,2013
814,813,Advocate Health and Hospitals Corporation d/b/a Advocate Medical Group ,40.633125,-89.398528,IL,Blackhawk Consulting Group,2029,06/30/2013 - 08/15/2013,Hacking/IT Incident,Network Server,2014-02-12,,2013-06-30,2013-08-15,2013
815,814,Dreyer Medical Clinic,40.633125,-89.398528,IL,Blackhawk Consulting Group,998,06/30/2013 - 08/15/2013,Hacking/IT Incident,Network Server,2014-01-23,,2013-06-30,2013-08-15,2013
817,816,Dermatology Associates of Tallahassee,27.664827,-81.515754,FL,,916,9/4/2013,Unknown,Other,2014-01-23,,2013-09-04,NA,2013
818,817,Sierra View District Hospital,36.778261,-119.417932,CA,,1009,07/01/2013 - 08/02/2013,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,,2013-07-01,2013-08-02,2013
820,819,"Holy Cross Hospital, Inc.",27.664827,-81.515754,FL,,9900,8/14/2013,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Network Server",2014-01-23,,2013-08-14,NA,2013
821,820,Region Ten Community Services Board,37.431573,-78.656894,VA,,10228,7/29/2013,Hacking/IT Incident,E-mail,2014-01-23,,2013-07-29,NA,2013
822,821,Comprehensive Podiatry LLC,40.417287,-82.907123,OH,,1360,8/3/2013,Theft,Laptop,2014-01-23,,2013-08-03,NA,2013
823,822,Santa Clara Valley Medical Center,36.778261,-119.417932,CA,,579,09/14/2013 - 09/15/2013,Theft,Laptop,2014-01-23,,2013-09-14,2013-09-15,2013
824,823,"Sarah Benjamin, DPM - Littleton Podiatry ",39.550051,-105.782067,CO,Not Applicable ,3512,8/27/2013,Theft,Laptop,2014-01-23,,2013-08-27,NA,2013
825,824,"Carol L. Patrick, Ph.D.",40.417287,-82.907123,OH,,517,08/08/2013-08/09/2013,Theft,Network Server,2014-01-23,,2013-08-08,2013-08-09,2013
826,825,HOPE Family Health,35.517491,-86.580447,TN,,6932,8/4/2013,Theft,Laptop,2014-01-23,,2013-08-04,NA,2013
827,826,"Paul G. Klein, DPM",40.058324,-74.405661,NJ,,2500,10/1/2013,Theft,Laptop,2014-06-20,"

OCR opened an investigation of the covered entity (CE), Paul G. Klein DPM, after it reported an encrypted and password protected laptop was stolen that contained the electronic protected health information (ePHI) of 2,500 individuals.  The ePHI included names, addresses, dates of birth, social security numbers, diagnosis conditions, lab test results, medications, medical notes, and treatment plans.  Upon discovery of the breach, the CE filed a police report to recover the stolen item.  As a result of OCR's investigation, the CE provided confirmation that there was encryption software and multi-layered password protection software installed on the stolen laptop.  OCR determined that the impermissible disclosure of ePHI did not constitute a breach under the Privacy Rule's breach notification rule and provided technical assistance to the CE regarding the requirements of the breach notification rule.



",2013-10-01,NA,2013
828,827,UnityPoint Health Affiliated Covered Entity (\UnityPoint\),41.878003,-93.097702,IA,,1825,02/01/2013-08/27/2013,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,,2013-02-01,2013-08-27,2013
829,828,TSYS Employee Health Plan,32.157435,-82.907123,GA,"Paragon Benefits, Inc.",5232,9/5/2013,Theft,E-mail,2014-01-23,,2013-09-05,NA,2013
830,829,"University of California, San Francisco",36.778261,-119.417932,CA,,3553,9/9/2013,Theft,"Laptop, Paper",2014-01-23,,2013-09-09,NA,2013
831,830,"Reconstructive Orthopaedic Associates II, P.C. d/b/a Rothman Institute",41.203322,-77.194525,PA,,2350,03/18/2013-05/13/2013,"Theft, Unauthorized Access/Disclosure",Paper,2014-01-23,,2013-03-18,2013-05-13,2013
832,831,Group Health Cooperative,47.751074,-120.740139,WA,,1015,9/16/2013,Other,Paper,2014-01-23,,2013-09-16,NA,2013
833,832,Schuylkill Health System,41.203322,-77.194525,PA,,2810,8/7/2013,Theft,Laptop,2014-01-23,,2013-08-07,NA,2013
834,833,CaroMont Medical Group,35.759573,-79.0193,NC,,1310,8/5/2013,Other,E-mail,2014-01-23,,2013-08-05,NA,2013
835,834,Mount SInai Medical Center,43.299428,-74.217933,NY,,1586,8/6/2013,Improper Disposal,Paper,2014-01-23,,2013-08-06,NA,2013
836,835,Memorial Hospital of Lafayette County,43.78444,-88.787868,WI,Healthcare Management System ,4330,8/3/2013,Unauthorized Access/Disclosure,Paper,2014-01-23,,2013-08-03,NA,2013
837,836,Saint Louis University,37.964253,-91.831833,MO,,3100,7/25/2013,Unauthorized Access/Disclosure,E-mail,2014-01-23,,2013-07-25,NA,2013
838,837,MUSC Physicians & MUHA,33.836081,-81.163725,SC,BlackHawk,7120,6/30/2013,Hacking/IT Incident,Network Server,2014-02-12,,2013-06-30,NA,2013
840,839,"Access Counseling, LLC",40.551217,-85.602364,IN,,566,8/23/2013,Theft,Laptop,2014-01-23,,2013-08-23,NA,2013
841,840,Rose Medical Center,39.550051,-105.782067,CO,,606,06/28/2013 - 07/16/2013,Improper Disposal,Paper,2014-01-23,,2013-06-28,2013-07-16,2013
842,841,BriovaRx,40.633125,-89.398528,IL,,1067,07/03/2013 - 07/11/2013,Unauthorized Access/Disclosure,E-mail,2014-01-23,,2013-07-03,2013-07-11,2013
843,842,"North Country Hospital and Health Center, Inc",44.558803,-72.577841,VT,,550,9/18/2013,Theft,Laptop,2014-01-23,,2013-09-18,NA,2013
844,843,"Hope Community Resources, Inc.",63.588753,-154.493062,AK,,1556,8/19/2013,Unauthorized Access/Disclosure,E-mail,2014-01-23,,2013-08-19,NA,2013
847,846,Mount Sinai Medical Center,43.299428,-74.217933,NY,,610,8/1/2013,Loss,Other Portable Electronic Device,2014-02-12,,2013-08-01,NA,2013
848,847,Texas Health Presbyterian Dallas Hospital,31.968599,-99.901813,TX,,949,8/22/2013,Theft,Desktop Computer,2014-02-12,,2013-08-22,NA,2013
849,848,Seton Healthcare Family,31.968599,-99.901813,TX,,5500,10/4/2013,Theft,Laptop,2014-01-23,,2013-10-04,NA,2013
852,851,SSM St. Mary's Health Center,37.964253,-91.831833,MO,Saint Louis University,1300,7/25/2013,Unauthorized Access/Disclosure,E-mail,2014-01-23,,2013-07-25,NA,2013
853,852,Good Samaritan Hospital,36.778261,-119.417932,CA,,3833,7/8/2013,Theft,Laptop,2014-01-23,,2013-07-08,NA,2013
854,853,SSM Health Care of Wisconsin DBA: St. Mary's Janesville Hospital,43.78444,-88.787868,WI,,631,8/27/2013,Theft,Laptop,2014-01-23,,2013-08-27,NA,2013
855,854,AHMC Healthcare Inc. and affiliated Hospitals,36.778261,-119.417932,CA,,729000,10/12/2013,Theft,Laptop,2014-01-23,,2013-10-12,NA,2013
856,855,"Greater Dallas Orthopaedics, PLLC",31.968599,-99.901813,TX,,5840,8/30/2013,Theft,Desktop Computer,2014-01-23,,2013-08-30,NA,2013
857,856,"Spirit Home Health Care, Corp",27.664827,-81.515754,FL,"Spirit Home Health Care, Corp",603,9/19/2013,Improper Disposal,Paper,2014-01-23,,2013-09-19,NA,2013
859,858,"Reimbursement Technologies, Inc.",41.203322,-77.194525,PA,,2300,05/01/2013 - 07/26/2013,Unauthorized Access/Disclosure,Network Server,2014-01-23,,2013-05-01,2013-07-26,2013
860,859,Comprehensive Psychological Services LLC,33.836081,-81.163725,SC,,3500,10/28/2013,Theft,Laptop,2014-01-23,,2013-10-28,NA,2013
861,860,"Superior HealthPlan, Inc.",31.968599,-99.901813,TX,,6284,10/4/2013,Other,Paper,2014-01-23,,2013-10-04,NA,2013
862,861,Genesis Rehabilitation Services,41.203322,-77.194525,PA,,1167,8/30/2013,Loss,Other Portable Electronic Device,2014-01-23,,2013-08-30,NA,2013
863,862,"Colorado Health & Wellness, Inc.",39.550051,-105.782067,CO,,651,9/4/2013,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,2014-01-23,,2013-09-04,NA,2013
864,863,Barnabas Health Medical Group,40.058324,-74.405661,NJ,,1100,9/24/2013,Theft,Laptop,2014-01-23,,2013-09-24,NA,2013
865,864,"DaVita, a division of DaVita HealthCare Partners Inc",39.550051,-105.782067,CO,,11500,9/6/2013,"Theft, Other",Laptop,2014-01-23,,2013-09-06,NA,2013
866,865,Blue Cross and Blue Shield of North Carolina,35.759573,-79.0193,NC,,687,10/14/2013,Unauthorized Access/Disclosure,Paper,2014-01-23,,2013-10-14,NA,2013
867,866,North Carolina Department of Health and Human Services - Division of State Operated Health Care Facilities  ,35.759573,-79.0193,NC,,1315,8/13/2013,Unauthorized Access/Disclosure,Other,2014-01-23,,2013-08-13,NA,2013
868,867,Puerto Rico Health Insurance Administration (PRHIA),18.220833,-66.590149,PR,Triple S Salud Inc.,13336,9/20/2013,Unauthorized Access/Disclosure,Paper,2014-01-23,,2013-09-20,NA,2013
869,868,Triple-S Salud ,18.220833,-66.590149,PR,,70189,9/20/2013,Unauthorized Access/Disclosure,Paper,2014-01-23,,2013-09-20,NA,2013
871,870,Kemmet Dental Design ,47.551493,-101.002012,ND,,2000,11/10/2013,"Theft, Other",Paper,2014-01-23,,2013-11-10,NA,2013
872,871,Hospice of the Chesapeake,39.045755,-76.641271,MD,,7606,8/9/2013,Unauthorized Access/Disclosure,E-mail,2014-01-23,,2013-08-09,NA,2013
873,872,"Scottsdale Dermatology, LTD",34.048928,-111.093731,AZ,All Source Medical Management,1456,01/01/2013 -10/04/2013,Theft,Other,2014-01-23,,2013-01-01,2013-10-04,2013
874,873,Memorial Sloan-Kettering Cancer Center,43.299428,-74.217933,NY,,2279,8/1/2013,Loss,Other Portable Electronic Device,2014-02-18,,2013-08-01,NA,2013
875,874,Gerdau Ameristeel Health and Welfare Plan,27.664827,-81.515754,FL,Health Fitness Corporation,3804,9/27/2013,Theft,Laptop,2014-02-18,,2013-09-27,NA,2013
876,875,Gerdau Macsteel Health and Welfare Plan,44.314844,-85.602364,MI,Health Fitness Corporation,4837,9/27/2013,Theft,Laptop,2014-02-18,,2013-09-27,NA,2013
877,876,UHS-Pruitt Corporation,32.157435,-82.907123,GA,,1300,9/26/2013,Theft,Laptop,2014-01-23,,2013-09-26,NA,2013
878,877,"United Dynacare, LLC dba Dynacare Laboratories",43.78444,-88.787868,WI,,9328,10/22/2013,Theft,Other Portable Electronic Device,2014-01-23,,2013-10-22,NA,2013
879,878,Redwood Memorial Hospital,36.778261,-119.417932,CA,,1039,11/6/2013,Loss,Other Portable Electronic Device,2014-01-23,,2013-11-06,NA,2013
880,879,Kaiser Foundation Hospital- Orange County,36.778261,-119.417932,CA,,49000,9/25/2013,Loss,Other Portable Electronic Device,2014-01-23,,2013-09-25,NA,2013
881,880,Jones Chiropractic and Maximum Health,40.551217,-85.602364,IN,,1500,10/13/2013,Theft,Desktop Computer,2014-01-23,,2013-10-13,NA,2013
882,881,Ronald Schubert MD PLLC,47.751074,-120.740139,WA,,950,11/22/2013,Theft,Laptop,2014-01-23,,2013-11-22,NA,2013
884,883,UW Medicine,47.751074,-120.740139,WA,,76183,10/2/2013,Hacking/IT Incident,Desktop Computer,2014-02-18,,2013-10-02,NA,2013
885,884,City of Chicago,40.633125,-89.398528,IL,,2080,06/18/2013 - 10/07/2013,Unauthorized Access/Disclosure,Network Server,2014-01-23,,2013-06-18,2013-10-07,2013
886,885,CIty of Joliet,40.633125,-89.398528,IL,"Quality Health Claims Consultants, LLC",1573,10/8/2013,Unauthorized Access/Disclosure,E-mail,2014-01-23,,2013-10-08,NA,2013
887,886,SIU HealthCare,40.633125,-89.398528,IL,,1891,09/13/2013 - 10/15/2013,"Theft, Loss",Laptop,2014-01-23,,2013-09-13,2013-10-15,2013
888,887,The Good Samaritan Health Center,32.157435,-82.907123,GA,,5000,11/6/2013,Other,Desktop Computer,2014-01-23,,2013-11-06,NA,2013
889,888,UniHealth Source,32.157435,-82.907123,GA,,4500,10/8/2013,Theft,Laptop,2014-01-23,,2013-10-08,NA,2013
890,889,Walgreen Co.,40.633125,-89.398528,IL,,17350,09/18/2013 - 10/04/2013,Other,Paper,2014-01-23,,2013-09-18,2013-10-04,2013
892,891,Florida Digestive Health Specialists,27.664827,-81.515754,FL,,4400,03/06/2013 -09/09/2013,Unauthorized Access/Disclosure,Desktop Computer,2014-01-23,,2013-03-06,2013-09-09,2013
893,892,"Northside Hospital, Inc.",32.157435,-82.907123,GA,,4879,10/10/2013,Loss,Laptop,2014-01-23,,2013-10-10,NA,2013
894,893,"Health Help, Inc.",37.839333,-84.270018,KY,,535,10/15/2013,Theft,Other Portable Electronic Device,2014-01-23,,2013-10-15,NA,2013
895,894,L.A. Gay & Lesbian Center,36.778261,-119.417932,CA,,59000,09/17/2013 - 11/08/2013,Hacking/IT Incident,Network Server,2014-01-23,,2013-09-17,2013-11-08,2013
896,895,Mosaic,41.492537,-99.901813,NE,,3857,10/11/2013,Other,E-mail,2014-01-23,,2013-10-11,NA,2013
897,896,New Jersey Department of Human Services,40.058324,-74.405661,NJ,Island Peer Review Organization,9642,10/18/2013,Loss,Other Portable Electronic Device,2014-01-23,,2013-10-18,NA,2013
898,897,"Fairfax County, Virginia",37.431573,-78.656894,VA,Molina Healthcare In,1499,09/09/2013 - 10/03/2013,Unauthorized Access/Disclosure,Network Server,2014-01-23,,2013-09-09,2013-10-03,2013
899,898,Wyoming Department of Health,43.075968,-107.290284,WY,,11935,10/16/2013,Unauthorized Access/Disclosure,Network Server,2014-01-23,,2013-10-16,NA,2013
900,899,Shiloh Medical Clinic,46.879682,-110.362566,MT,,1900,11/8/2013,Unauthorized Access/Disclosure,"Desktop Computer, E-mail",2014-01-23,,2013-11-08,NA,2013
901,900,South Carolina Health Insurance Pool,33.836081,-81.163725,SC,DeLoach & Williamson,3432,10/16/2013,Theft,Laptop,2014-01-23,,2013-10-16,NA,2013
902,901,Tennova Cardiology,35.517491,-86.580447,TN,Colby DeHart,2777,10/21/2013,Theft,Laptop,2014-01-23,,2013-10-21,NA,2013
903,902,Delta Dental of Pennsylvania,41.203322,-77.194525,PA,ZDI,1674,10/16/2013,Loss,Paper,2014-03-13,,2013-10-16,NA,2013
904,903,"Molina Healthcare of Texas, Inc.",31.968599,-99.901813,TX,,2826,10/1/2013,Other,Paper,2014-01-23,,2013-10-01,NA,2013
905,904,"Rob Meaglia, DDS",36.778261,-119.417932,CA,,1400,12/16/2013,Theft,Desktop Computer,2014-01-23,,2013-12-16,NA,2013
906,905,Jeff Spiegel,42.407211,-71.382437,MA,,832,11/25/2013,Unauthorized Access/Disclosure,E-mail,2014-03-13,,2013-11-25,NA,2013
907,906,Tranquility Counseling Services,35.759573,-79.0193,NC,,1683,11/1/2013,Other,Paper,2014-01-23,,2013-11-01,NA,2013
908,907,Florida Department of Health,27.664827,-81.515754,FL,,2354,10/30/2013,Unauthorized Access/Disclosure,Desktop Computer,2014-03-05,,2013-10-30,NA,2013
909,908,"New Mexico Oncology Hematology Consultants, LTD",34.97273,-105.032363,NM,,12354,11/13/2013,Theft,Laptop,2014-01-23,,2013-11-13,NA,2013
910,909,Department of Health Care Policy & Financing,39.550051,-105.782067,CO,Colorado Community Health Alliance (CCHA)/Physicians Health Partners,1918,11/21/2013,Unauthorized Access/Disclosure,E-mail,2014-02-21,,2013-11-21,NA,2013
911,910,"Horizon Healthcare Services, Inc., doing business as Horizon Blue Cross Blue Shield of New Jersey, and its affiliates",40.058324,-74.405661,NJ,,839711,11/1/2013,Theft,Laptop,2014-02-21,,2013-11-01,NA,2013
